,Annualized Return,Annualized Vol,Sharpe
XLE,0.16091613256755677,0.26249444501758457,0.6130268111265248
SPY,0.11169206564133738,0.1825581017273036,0.6118165372259268
QQQ,0.12692080873024758,0.23939138564487145,0.5301811858783008
XLV,0.028632978520964247,0.1513668203620427,0.1891628459425865
VNQ,-0.01859581981981373,0.20085442370515133,-0.09258357110974998
ICLN,-0.05014175335344917,0.2738506463399314,-0.1830989045437859
